0.096286	0.0759643	0.195316	0.244083	0.189006	0.199345	
0.06851	0.0474121	0.187219	0.256916	0.15081	0.289133	
0.0769365	0.0480408	0.202239	0.244454	0.184624	0.243705	
0.0828758	0.0511247	0.168755	0.259318	0.224686	0.213241	
0.0670895	0.0335445	0.168825	0.328309	0.173912	0.22832	
0.106697	0.0565223	0.133452	0.275023	0.192351	0.235955	
0.133989	0.0715414	0.262832	0.119705	0.254131	0.157802	
0.0869708	0.0869389	0.043627	0.521457	0.108716	0.15229	
0.038038	0.0549132	0.219473	0.20317	0.0972726	0.387132	
0.0720041	0.0727638	0.215706	0.156221	0.243141	0.240164	
0.057182	0.0348238	0.119018	0.368709	0.161704	0.258563	
0.0265055	0.0442088	0.247849	0.0265061	0.55761	0.0973203	
0.10574	0.0971001	0.11826	0.125428	0.273759	0.279713	
0.00118024	0.00229582	0.00440827	0.00126038	0.780725	0.21013	
0.0836491	0.0661458	0.182334	0.264562	0.198882	0.204427	
0.000245939	0.00014074	0.000406897	0.737304	0.000577331	0.261325	
0.108653	0.0505874	0.153514	0.301508	0.158959	0.226777	
0.0399874	0.0237735	0.110577	0.448876	0.179358	0.197429	
0.0738577	0.045027	0.175626	0.258968	0.186977	0.259544	
0.0622795	0.129571	0.140471	0.230375	0.153796	0.283507	
0.133429	0.124365	0.222435	0.216929	0.138782	0.16406	
0.000506286	0.00107061	0.0943855	0.543666	0.0800766	0.280295	
0.0418341	0.039717	0.0713857	0.377868	0.100523	0.368673	
0.0884052	0.0914656	0.163651	0.182304	0.268996	0.205178	
0.0533287	0.0321238	0.102751	0.403877	0.130432	0.277487	
0.0944749	0.0621571	0.174246	0.225975	0.226054	0.217093	
0.115301	0.076397	0.207866	0.133902	0.281768	0.184766	
0.0687343	0.0544968	0.0956993	0.272661	0.130452	0.377957	
0.0992107	0.0941727	0.207152	0.00112161	0.58464	0.0137034	
0.145746	0.0467889	0.209487	0.116646	0.390865	0.0904681	
0.0884018	0.045971	0.149036	0.222529	0.275942	0.218121	
0.145896	0.124954	0.251739	0.0436138	0.394763	0.0390352	
0.240491	0.15834	0.211196	0.0113336	0.369795	0.0088436	
0.0849082	0.06423	0.133254	0.295194	0.194042	0.228372	
0.155413	0.0909558	0.254012	0.0863848	0.302954	0.11028	
0.188578	0.00705887	0.0224881	0.0354073	0.16417	0.582298	
0.0612992	0.0332081	0.089	0.464502	0.124629	0.227361	
0.136439	0.0586108	0.15392	0.257208	0.210354	0.183469	
0.07262	0.0479589	0.252338	0.173326	0.268866	0.184891	
0.0696438	0.0412197	0.297882	0.0602387	0.221647	0.309369	
0.0986722	0.0919436	0.153127	0.261829	0.217902	0.176525	
0.0826901	0.0463377	0.204165	0.209757	0.232304	0.224746	
0.0610302	0.0380568	0.247243	0.249336	0.197748	0.206586	
